"GO.ID","Term","Annotated","Significant","Expected","classicFisher","p_adjust_FDR","p_adjust_Bonferroni"
"GO:0019222","regulation of metabolic process",749,8,9.17,0.73496,1,1
"GO:0002682","regulation of immune system process",107,1,1.31,0.73912,1,1
"GO:0034622","cellular macromolecular complex assembly",108,1,1.32,0.74244,1,1
"GO:0045944","positive regulation of transcription fro...",108,1,1.32,0.74244,1,1
"GO:0032268","regulation of cellular protein metabolic...",212,2,2.6,0.74557,1,1
"GO:0042325","regulation of phosphorylation",109,1,1.33,0.74571,1,1
"GO:0048869","cellular developmental process",1100,12,13.47,0.75205,1,1
"GO:0032270","positive regulation of cellular protein ...",112,1,1.37,0.75531,1,1
"GO:0051240","positive regulation of multicellular org...",112,1,1.37,0.75531,1,1
"GO:0051094","positive regulation of developmental pro...",113,1,1.38,0.75843,1,1
"GO:0002165","instar larval or pupal development",316,3,3.87,0.76092,1,1
"GO:0019220","regulation of phosphate metabolic proces...",114,1,1.4,0.76151,1,1
"GO:0051174","regulation of phosphorus metabolic proce...",114,1,1.4,0.76151,1,1
"GO:0031324","negative regulation of cellular metaboli...",219,2,2.68,0.7621,1,1
"GO:0022412","cellular process involved in reproductio...",412,4,5.05,0.76477,1,1
"GO:0044710","single-organism metabolic process",505,5,6.18,0.76704,1,1
"GO:0051247","positive regulation of protein metabolic...",116,1,1.42,0.76755,1,1
"GO:0060255","regulation of macromolecule metabolic pr...",684,7,8.38,0.76787,1,1
"GO:0006955","immune response",118,1,1.45,0.77345,1,1
"GO:0040007","growth",231,2,2.83,0.78836,1,1
"GO:0003006","developmental process involved in reprod...",428,4,5.24,0.79175,1,1
"GO:0007444","imaginal disc development",333,3,4.08,0.79276,1,1
"GO:0048813","dendrite morphogenesis",126,1,1.54,0.79562,1,1
"GO:0048477","oogenesis",336,3,4.11,0.79801,1,1
"GO:0007276","gamete generation",433,4,5.3,0.79969,1,1
"GO:0055114","oxidation-reduction process",128,1,1.57,0.80082,1,1
"GO:0007292","female gamete generation",338,3,4.14,0.80145,1,1
"GO:0006464","cellular protein modification process",435,4,5.33,0.8028,1,1
"GO:0036211","protein modification process",435,4,5.33,0.8028,1,1
"GO:0002009","morphogenesis of an epithelium",339,3,4.15,0.80316,1,1
"GO:0048598","embryonic morphogenesis",129,1,1.58,0.80338,1,1
"GO:0044765","single-organism transport",340,3,4.16,0.80485,1,1
"GO:0016358","dendrite development",131,1,1.6,0.80839,1,1
"GO:0043207","response to external biotic stimulus",131,1,1.6,0.80839,1,1
"GO:0051707","response to other organism",131,1,1.6,0.80839,1,1
"GO:0071822","protein complex subunit organization",131,1,1.6,0.80839,1,1
"GO:0048729","tissue morphogenesis",343,3,4.2,0.80986,1,1
"GO:0010605","negative regulation of macromolecule met...",242,2,2.96,0.81025,1,1
"GO:0009607","response to biotic stimulus",132,1,1.62,0.81085,1,1
"GO:0065003","macromolecular complex assembly",132,1,1.62,0.81085,1,1
"GO:0031399","regulation of protein modification proce...",134,1,1.64,0.81567,1,1
"GO:0045892","negative regulation of transcription, DN...",134,1,1.64,0.81567,1,1
"GO:1902679","negative regulation of RNA biosynthetic ...",134,1,1.64,0.81567,1,1
"GO:1903507","negative regulation of nucleic acid-temp...",134,1,1.64,0.81567,1,1
"GO:0016192","vesicle-mediated transport",246,2,3.01,0.81771,1,1
"GO:0009892","negative regulation of metabolic process",247,2,3.02,0.81954,1,1
"GO:0045165","cell fate commitment",248,2,3.04,0.82135,1,1
"GO:0016310","phosphorylation",249,2,3.05,0.82314,1,1
"GO:0043412","macromolecule modification",450,4,5.51,0.82496,1,1
"GO:0060284","regulation of cell development",142,1,1.74,0.83381,1,1
"GO:0051253","negative regulation of RNA metabolic pro...",143,1,1.75,0.83595,1,1
"GO:0000003","reproduction",554,5,6.78,0.83725,1,1
"GO:0022603","regulation of anatomical structure morph...",145,1,1.78,0.84016,1,1
"GO:0035556","intracellular signal transduction",259,2,3.17,0.84025,1,1
"GO:0048731","system development",1094,11,13.4,0.8448,1,1
"GO:0048609","multicellular organismal reproductive pr...",465,4,5.69,0.84513,1,1
"GO:0051301","cell division",148,1,1.81,0.84627,1,1
"GO:0019953","sexual reproduction",467,4,5.72,0.84767,1,1
"GO:0044703","multi-organism reproductive process",467,4,5.72,0.84767,1,1
"GO:0045934","negative regulation of nucleobase-contai...",150,1,1.84,0.85021,1,1
"GO:1902578","single-organism localization",378,3,4.63,0.86098,1,1
"GO:0001745","compound eye morphogenesis",159,1,1.95,0.86679,1,1
"GO:0010558","negative regulation of macromolecule bio...",166,1,2.03,0.87843,1,1
"GO:2000113","negative regulation of cellular macromol...",166,1,2.03,0.87843,1,1
"GO:0022607","cellular component assembly",393,3,4.81,0.87908,1,1
"GO:0035295","tube development",395,3,4.84,0.88134,1,1
"GO:0009890","negative regulation of biosynthetic proc...",168,1,2.06,0.88157,1,1
"GO:0031327","negative regulation of cellular biosynth...",168,1,2.06,0.88157,1,1
"GO:0048592","eye morphogenesis",168,1,2.06,0.88157,1,1
"GO:0090596","sensory organ morphogenesis",168,1,2.06,0.88157,1,1
"GO:0044702","single organism reproductive process",503,4,6.16,0.88802,1,1
"GO:0007010","cytoskeleton organization",295,2,3.61,0.89045,1,1
"GO:0045595","regulation of cell differentiation",179,1,2.19,0.89749,1,1
"GO:0060429","epithelium development",514,4,6.29,0.89842,1,1
"GO:0051172","negative regulation of nitrogen compound...",180,1,2.2,0.89883,1,1
"GO:0034645","cellular macromolecule biosynthetic proc...",711,6,8.71,0.90098,1,1
"GO:0009059","macromolecule biosynthetic process",713,6,8.73,0.90258,1,1
"GO:0048522","positive regulation of cellular process",525,4,6.43,0.908,1,1
"GO:0044767","single-organism developmental process",1424,14,17.44,0.91026,1,1
"GO:0006996","organelle organization",627,5,7.68,0.91028,1,1
"GO:0009887","animal organ morphogenesis",425,3,5.2,0.91111,1,1
"GO:0007275","multicellular organism development",1263,12,15.47,0.9142,1,1
"GO:0044085","cellular component biogenesis",429,3,5.25,0.91454,1,1
"GO:0032502","developmental process",1437,14,17.6,0.91874,1,1
"GO:0009888","tissue development",541,4,6.63,0.92058,1,1
"GO:0010629","negative regulation of gene expression",199,1,2.44,0.92127,1,1
"GO:0022414","reproductive process",543,4,6.65,0.92204,1,1
"GO:0048749","compound eye development",203,1,2.49,0.92534,1,1
"GO:0034641","cellular nitrogen compound metabolic pro...",1033,9,12.65,0.93244,1,1
"GO:0019233","sensory perception of pain",212,1,2.6,0.93375,1,1
"GO:0001654","eye development",213,1,2.61,0.93463,1,1
"GO:0048856","anatomical structure development",1389,13,17.01,0.93843,1,1
"GO:2000112","regulation of cellular macromolecule bio...",462,3,5.66,0.93872,1,1
"GO:0010556","regulation of macromolecule biosynthetic...",464,3,5.68,0.93997,1,1
"GO:0051128","regulation of cellular component organiz...",351,2,4.3,0.94094,1,1
"GO:0051704","multi-organism process",578,4,7.08,0.94416,1,1
"GO:0019219","regulation of nucleobase-containing comp...",474,3,5.8,0.94588,1,1
"GO:0050793","regulation of developmental process",363,2,4.45,0.9485,1,1
"GO:0009889","regulation of biosynthetic process",480,3,5.88,0.94918,1,1
"GO:0031326","regulation of cellular biosynthetic proc...",480,3,5.88,0.94918,1,1
"GO:0000902","cell morphogenesis",367,2,4.49,0.95082,1,1
"GO:0048518","positive regulation of biological proces...",596,4,7.3,0.95325,1,1
"GO:0006807","nitrogen compound metabolic process",1077,9,13.19,0.95349,1,1
"GO:0031323","regulation of cellular metabolic process",701,5,8.58,0.95429,1,1
"GO:0006357","regulation of transcription from RNA pol...",241,1,2.95,0.95507,1,1
"GO:0048667","cell morphogenesis involved in neuron di...",242,1,2.96,0.95567,1,1
"GO:0000904","cell morphogenesis involved in different...",256,1,3.14,0.96331,1,1
"GO:0044707","single-multicellular organism process",1365,12,16.72,0.96334,1,1
"GO:0030182","neuron differentiation",393,2,4.81,0.96367,1,1
"GO:0007600","sensory perception",260,1,3.18,0.96524,1,1
"GO:0007423","sensory organ development",261,1,3.2,0.96571,1,1
"GO:0006810","transport",518,3,6.34,0.96618,1,1
"GO:0006355","regulation of transcription, DNA-templat...",408,2,5,0.96959,1,1
"GO:1903506","regulation of nucleic acid-templated tra...",408,2,5,0.96959,1,1
"GO:2001141","regulation of RNA biosynthetic process",408,2,5,0.96959,1,1
"GO:0006139","nucleobase-containing compound metabolic...",843,6,10.32,0.96977,1,1
"GO:0051171","regulation of nitrogen compound metaboli...",530,3,6.49,0.97036,1,1
"GO:0032501","multicellular organismal process",1556,14,19.06,0.971,1,1
"GO:0006366","transcription from RNA polymerase II pro...",276,1,3.38,0.97204,1,1
"GO:0048812","neuron projection morphogenesis",279,1,3.42,0.97316,1,1
"GO:0046483","heterocycle metabolic process",857,6,10.5,0.97369,1,1
"GO:0048513","animal organ development",652,4,7.98,0.97375,1,1
"GO:0032989","cellular component morphogenesis",426,2,5.22,0.97551,1,1
"GO:0009790","embryo development",288,1,3.53,0.97627,1,1
"GO:0031175","neuron projection development",289,1,3.54,0.9766,1,1
"GO:0051234","establishment of localization",555,3,6.8,0.97761,1,1
"GO:0048858","cell projection morphogenesis",293,1,3.59,0.97785,1,1
"GO:0043933","macromolecular complex subunit organizat...",294,1,3.6,0.97815,1,1
"GO:0032990","cell part morphogenesis",297,1,3.64,0.97903,1,1
"GO:0006725","cellular aromatic compound metabolic pro...",880,6,10.78,0.97916,1,1
"GO:1901360","organic cyclic compound metabolic proces...",883,6,10.81,0.9798,1,1
"GO:0048699","generation of neurons",442,2,5.41,0.97985,1,1
"GO:0006351","transcription, DNA-templated",447,2,5.47,0.98105,1,1
"GO:0032774","RNA biosynthetic process",447,2,5.47,0.98105,1,1
"GO:0097659","nucleic acid-templated transcription",447,2,5.47,0.98105,1,1
"GO:0007267","cell-cell signaling",306,1,3.75,0.98148,1,1
"GO:0033036","macromolecule localization",309,1,3.78,0.98223,1,1
"GO:0065008","regulation of biological quality",454,2,5.56,0.98262,1,1
"GO:0051252","regulation of RNA metabolic process",458,2,5.61,0.98346,1,1
"GO:0048468","cell development",709,4,8.68,0.98596,1,1
"GO:0050877","neurological system process",328,1,4.02,0.98635,1,1
"GO:0030030","cell projection organization",333,1,4.08,0.98727,1,1
"GO:0048666","neuron development",339,1,4.15,0.98829,1,1
"GO:0051239","regulation of multicellular organismal p...",345,1,4.22,0.98923,1,1
"GO:0003008","system process",358,1,4.38,0.99103,1,1
"GO:0044763","single-organism cellular process",1824,16,22.34,0.99117,1,1
"GO:0048523","negative regulation of cellular process",517,2,6.33,0.99218,1,1
"GO:0010467","gene expression",868,5,10.63,0.99221,1,1
"GO:0010468","regulation of gene expression",531,2,6.5,0.99348,1,1
"GO:0009605","response to external stimulus",384,1,4.7,0.9938,1,1
"GO:0065007","biological regulation",1457,11,17.84,0.9942,1,1
"GO:0050789","regulation of biological process",1376,10,16.85,0.99457,1,1
"GO:0016043","cellular component organization",1107,7,13.56,0.99498,1,1
"GO:0009653","anatomical structure morphogenesis",800,4,9.8,0.99521,1,1
"GO:0048519","negative regulation of biological proces...",564,2,6.91,0.99579,1,1
"GO:0071840","cellular component organization or bioge...",1138,7,13.94,0.99654,1,1
"GO:0051179","localization",720,3,8.82,0.99702,1,1
"GO:0007165","signal transduction",603,2,7.38,0.99752,1,1
"GO:0044700","single organism signaling",734,3,8.99,0.99752,1,1
"GO:0023052","signaling",736,3,9.01,0.99759,1,1
"GO:0044699","single-organism process",2067,18,25.31,0.99766,1,1
"GO:0090304","nucleic acid metabolic process",761,3,9.32,0.99827,1,1
"GO:0007154","cell communication",766,3,9.38,0.99839,1,1
"GO:0016070","RNA metabolic process",687,2,8.41,0.99924,1,1
"GO:0050794","regulation of cellular process",1300,7,15.92,0.9996,1,1
"GO:0008150","biological_process",2858,35,35,1,1,1
"GO:0000018","regulation of DNA recombination",6,0,0.07,1,1,1
"GO:0000041","transition metal ion transport",7,0,0.09,1,1,1
"GO:0000042","protein targeting to Golgi",5,0,0.06,1,1,1
"GO:0000075","cell cycle checkpoint",75,0,0.92,1,1,1
"GO:0000076","DNA replication checkpoint",6,0,0.07,1,1,1
"GO:0000077","DNA damage checkpoint",61,0,0.75,1,1,1
"GO:0000079","regulation of cyclin-dependent protein s...",8,0,0.1,1,1,1
"GO:0000132","establishment of mitotic spindle orienta...",11,0,0.13,1,1,1
"GO:0000165","MAPK cascade",77,0,0.94,1,1,1
"GO:0000184","nuclear-transcribed mRNA catabolic proce...",6,0,0.07,1,1,1
"GO:0000187","activation of MAPK activity",7,0,0.09,1,1,1
"GO:0000209","protein polyubiquitination",17,0,0.21,1,1,1
"GO:0000245","spliceosomal complex assembly",6,0,0.07,1,1,1
"GO:0000271","polysaccharide biosynthetic process",5,0,0.06,1,1,1
"GO:0000281","mitotic cytokinesis",40,0,0.49,1,1,1
"GO:0000288","nuclear-transcribed mRNA catabolic proce...",10,0,0.12,1,1,1
"GO:0000289","nuclear-transcribed mRNA poly(A) tail sh...",8,0,0.1,1,1,1
"GO:0000301","retrograde transport, vesicle recycling ...",5,0,0.06,1,1,1
"GO:0000302","response to reactive oxygen species",7,0,0.09,1,1,1
"GO:0000338","protein deneddylation",8,0,0.1,1,1,1
"GO:0000375","RNA splicing, via transesterification re...",149,0,1.82,1,1,1
"GO:0000377","RNA splicing, via transesterification re...",149,0,1.82,1,1,1
"GO:0000380","alternative mRNA splicing, via spliceoso...",43,0,0.53,1,1,1
"GO:0000381","regulation of alternative mRNA splicing,...",43,0,0.53,1,1,1
"GO:0000387","spliceosomal snRNP assembly",5,0,0.06,1,1,1
"GO:0000398","mRNA splicing, via spliceosome",149,0,1.82,1,1,1
"GO:0000413","protein peptidyl-prolyl isomerization",9,0,0.11,1,1,1
"GO:0000422","mitophagy",6,0,0.07,1,1,1
"GO:0000578","embryonic axis specification",84,0,1.03,1,1,1
"GO:0000723","telomere maintenance",10,0,0.12,1,1,1
"GO:0000724","double-strand break repair via homologou...",7,0,0.09,1,1,1
"GO:0000725","recombinational repair",7,0,0.09,1,1,1
"GO:0000768","syncytium formation by plasma membrane f...",30,0,0.37,1,1,1
"GO:0000910","cytokinesis",58,0,0.71,1,1,1
"GO:0000912","assembly of actomyosin apparatus involve...",14,0,0.17,1,1,1
"GO:0000915","actomyosin contractile ring assembly",13,0,0.16,1,1,1
"GO:0000956","nuclear-transcribed mRNA catabolic proce...",17,0,0.21,1,1,1
"GO:0001101","response to acid chemical",5,0,0.06,1,1,1
"GO:0001109","promoter clearance during DNA-templated ...",7,0,0.09,1,1,1
"GO:0001111","promoter clearance from RNA polymerase I...",7,0,0.09,1,1,1
"GO:0001112","DNA-templated transcriptional open compl...",6,0,0.07,1,1,1
"GO:0001113","transcriptional open complex formation a...",6,0,0.07,1,1,1
"GO:0001120","protein-DNA complex remodeling",6,0,0.07,1,1,1
"GO:0001173","DNA-templated transcriptional start site...",5,0,0.06,1,1,1
"GO:0001174","transcriptional start site selection at ...",5,0,0.06,1,1,1
"GO:0001505","regulation of neurotransmitter levels",52,0,0.64,1,1,1
"GO:0001522","pseudouridine synthesis",5,0,0.06,1,1,1
"GO:0001558","regulation of cell growth",38,0,0.47,1,1,1
"GO:0001578","microtubule bundle formation",11,0,0.13,1,1,1
"GO:0001655","urogenital system development",51,0,0.62,1,1,1
"GO:0001666","response to hypoxia",22,0,0.27,1,1,1
"GO:0001667","ameboidal-type cell migration",100,0,1.22,1,1,1
"GO:0001672","regulation of chromatin assembly or disa...",6,0,0.07,1,1,1
"GO:0001700","embryonic development via the syncytial ...",108,0,1.32,1,1,1
"GO:0001704","formation of primary germ layer",19,0,0.23,1,1,1
"GO:0001706","endoderm formation",5,0,0.06,1,1,1
"GO:0001707","mesoderm formation",15,0,0.18,1,1,1
"GO:0001710","mesodermal cell fate commitment",9,0,0.11,1,1,1
"GO:0001736","establishment of planar polarity",55,0,0.67,1,1,1
"GO:0001737","establishment of imaginal disc-derived w...",14,0,0.17,1,1,1
"GO:0001738","morphogenesis of a polarized epithelium",60,0,0.73,1,1,1
"GO:0001742","oenocyte differentiation",6,0,0.07,1,1,1
"GO:0001746","Bolwig's organ morphogenesis",6,0,0.07,1,1,1
"GO:0001751","compound eye photoreceptor cell differen...",88,0,1.08,1,1,1
"GO:0001752","compound eye photoreceptor fate commitme...",38,0,0.47,1,1,1
"GO:0001754","eye photoreceptor cell differentiation",90,0,1.1,1,1,1
"GO:0001763","morphogenesis of a branching structure",42,0,0.51,1,1,1
"GO:0001894","tissue homeostasis",32,0,0.39,1,1,1
"GO:0001895","retina homeostasis",16,0,0.2,1,1,1
"GO:0001933","negative regulation of protein phosphory...",25,0,0.31,1,1,1
"GO:0001934","positive regulation of protein phosphory...",59,0,0.72,1,1,1
"GO:0001964","startle response",7,0,0.09,1,1,1
"GO:0002052","positive regulation of neuroblast prolif...",5,0,0.06,1,1,1
"GO:0002118","aggressive behavior",26,0,0.32,1,1,1
"GO:0002121","inter-male aggressive behavior",24,0,0.29,1,1,1
"GO:0002168","instar larval development",34,0,0.42,1,1,1
"GO:0002218","activation of innate immune response",6,0,0.07,1,1,1
"GO:0002225","positive regulation of antimicrobial pep...",16,0,0.2,1,1,1
"GO:0002230","positive regulation of defense response ...",5,0,0.06,1,1,1
"GO:0002251","organ or tissue specific immune response",7,0,0.09,1,1,1
"GO:0002252","immune effector process",51,0,0.62,1,1,1
"GO:0002253","activation of immune response",7,0,0.09,1,1,1
"GO:0002385","mucosal immune response",7,0,0.09,1,1,1
"GO:0002440","production of molecular mediator of immu...",26,0,0.32,1,1,1
"GO:0002683","negative regulation of immune system pro...",24,0,0.29,1,1,1
"GO:0002684","positive regulation of immune system pro...",35,0,0.43,1,1,1
"GO:0002697","regulation of immune effector process",32,0,0.39,1,1,1
"GO:0002699","positive regulation of immune effector p...",16,0,0.2,1,1,1
"GO:0002700","regulation of production of molecular me...",25,0,0.31,1,1,1
"GO:0002702","positive regulation of production of mol...",16,0,0.2,1,1,1
"GO:0002757","immune response-activating signal transd...",5,0,0.06,1,1,1
"GO:0002758","innate immune response-activating signal...",5,0,0.06,1,1,1
"GO:0002759","regulation of antimicrobial humoral resp...",28,0,0.34,1,1,1
"GO:0002760","positive regulation of antimicrobial hum...",16,0,0.2,1,1,1
"GO:0002764","immune response-regulating signaling pat...",7,0,0.09,1,1,1
"GO:0002775","antimicrobial peptide production",26,0,0.32,1,1,1
"GO:0002777","antimicrobial peptide biosynthetic proce...",24,0,0.29,1,1,1
"GO:0002778","antibacterial peptide production",13,0,0.16,1,1,1
"GO:0002780","antibacterial peptide biosynthetic proce...",13,0,0.16,1,1,1
"GO:0002784","regulation of antimicrobial peptide prod...",25,0,0.31,1,1,1
"GO:0002786","regulation of antibacterial peptide prod...",13,0,0.16,1,1,1
"GO:0002790","peptide secretion",14,0,0.17,1,1,1
"GO:0002791","regulation of peptide secretion",13,0,0.16,1,1,1
"GO:0002793","positive regulation of peptide secretion",9,0,0.11,1,1,1
"GO:0002803","positive regulation of antibacterial pep...",12,0,0.15,1,1,1
"GO:0002805","regulation of antimicrobial peptide bios...",24,0,0.29,1,1,1
"GO:0002807","positive regulation of antimicrobial pep...",15,0,0.18,1,1,1
"GO:0002808","regulation of antibacterial peptide bios...",13,0,0.16,1,1,1
"GO:0002812","biosynthetic process of antibacterial pe...",7,0,0.09,1,1,1
"GO:0002813","regulation of biosynthetic process of an...",7,0,0.09,1,1,1
"GO:0002831","regulation of response to biotic stimulu...",37,0,0.45,1,1,1
"GO:0002832","negative regulation of response to bioti...",5,0,0.06,1,1,1
"GO:0002833","positive regulation of response to bioti...",18,0,0.22,1,1,1
"GO:0002920","regulation of humoral immune response",28,0,0.34,1,1,1
"GO:0002922","positive regulation of humoral immune re...",16,0,0.2,1,1,1
"GO:0003002","regionalization",254,0,3.11,1,1,1
"GO:0003007","heart morphogenesis",19,0,0.23,1,1,1
"GO:0003012","muscle system process",11,0,0.13,1,1,1
"GO:0003013","circulatory system process",15,0,0.18,1,1,1
"GO:0003015","heart process",15,0,0.18,1,1,1
"GO:0003156","regulation of animal organ formation",9,0,0.11,1,1,1
"GO:0003382","epithelial cell morphogenesis",12,0,0.15,1,1,1
"GO:0003383","apical constriction",8,0,0.1,1,1,1
"GO:0005976","polysaccharide metabolic process",11,0,0.13,1,1,1
"GO:0005977","glycogen metabolic process",7,0,0.09,1,1,1
"GO:0006022","aminoglycan metabolic process",22,0,0.27,1,1,1
"GO:0006029","proteoglycan metabolic process",5,0,0.06,1,1,1
"GO:0006030","chitin metabolic process",15,0,0.18,1,1,1
"GO:0006040","amino sugar metabolic process",18,0,0.22,1,1,1
"GO:0006066","alcohol metabolic process",10,0,0.12,1,1,1
"GO:0006073","cellular glucan metabolic process",7,0,0.09,1,1,1
"GO:0006082","organic acid metabolic process",82,0,1,1,1,1
"GO:0006084","acetyl-CoA metabolic process",6,0,0.07,1,1,1
"GO:0006090","pyruvate metabolic process",11,0,0.13,1,1,1
"GO:0006096","glycolytic process",9,0,0.11,1,1,1
"GO:0006099","tricarboxylic acid cycle",15,0,0.18,1,1,1
"GO:0006112","energy reserve metabolic process",7,0,0.09,1,1,1
"GO:0006119","oxidative phosphorylation",22,0,0.27,1,1,1
"GO:0006120","mitochondrial electron transport, NADH t...",12,0,0.15,1,1,1
"GO:0006165","nucleoside diphosphate phosphorylation",10,0,0.12,1,1,1
"GO:0006267","pre-replicative complex assembly involve...",7,0,0.09,1,1,1
"GO:0006270","DNA replication initiation",14,0,0.17,1,1,1
"GO:0006271","DNA strand elongation involved in DNA re...",7,0,0.09,1,1,1
"GO:0006272","leading strand elongation",5,0,0.06,1,1,1
"GO:0006281","DNA repair",53,0,0.65,1,1,1
"GO:0006289","nucleotide-excision repair",13,0,0.16,1,1,1
"GO:0006302","double-strand break repair",15,0,0.18,1,1,1
"GO:0006310","DNA recombination",26,0,0.32,1,1,1
"GO:0006313","transposition, DNA-mediated",5,0,0.06,1,1,1
"GO:0006323","DNA packaging",43,0,0.53,1,1,1
"GO:0006325","chromatin organization",158,0,1.93,1,1,1
"GO:0006333","chromatin assembly or disassembly",26,0,0.32,1,1,1
"GO:0006334","nucleosome assembly",12,0,0.15,1,1,1
"GO:0006338","chromatin remodeling",53,0,0.65,1,1,1
"GO:0006342","chromatin silencing",43,0,0.53,1,1,1
"GO:0006352","DNA-templated transcription, initiation",56,0,0.69,1,1,1
"GO:0006354","DNA-templated transcription, elongation",16,0,0.2,1,1,1
"GO:0006364","rRNA processing",22,0,0.27,1,1,1
"GO:0006367","transcription initiation from RNA polyme...",53,0,0.65,1,1,1
"GO:0006368","transcription elongation from RNA polyme...",14,0,0.17,1,1,1
"GO:0006378","mRNA polyadenylation",13,0,0.16,1,1,1
"GO:0006379","mRNA cleavage",12,0,0.15,1,1,1
"GO:0006383","transcription from RNA polymerase III pr...",5,0,0.06,1,1,1
"GO:0006396","RNA processing",224,0,2.74,1,1,1
"GO:0006397","mRNA processing",179,0,2.19,1,1,1
"GO:0006399","tRNA metabolic process",18,0,0.22,1,1,1
"GO:0006401","RNA catabolic process",27,0,0.33,1,1,1
"GO:0006402","mRNA catabolic process",22,0,0.27,1,1,1
"GO:0006403","RNA localization",69,0,0.84,1,1,1
"GO:0006405","RNA export from nucleus",19,0,0.23,1,1,1
"GO:0006406","mRNA export from nucleus",17,0,0.21,1,1,1
"GO:0006413","translational initiation",35,0,0.43,1,1,1
"GO:0006414","translational elongation",11,0,0.13,1,1,1
"GO:0006417","regulation of translation",55,0,0.67,1,1,1
"GO:0006418","tRNA aminoacylation for protein translat...",9,0,0.11,1,1,1
"GO:0006446","regulation of translational initiation",8,0,0.1,1,1,1
"GO:0006457","protein folding",48,0,0.59,1,1,1
"GO:0006458","'de novo' protein folding",8,0,0.1,1,1,1
"GO:0006469","negative regulation of protein kinase ac...",9,0,0.11,1,1,1
"GO:0006470","protein dephosphorylation",36,0,0.44,1,1,1
"GO:0006471","protein ADP-ribosylation",5,0,0.06,1,1,1
"GO:0006473","protein acetylation",42,0,0.51,1,1,1
"GO:0006475","internal protein amino acid acetylation",42,0,0.51,1,1,1
"GO:0006476","protein deacetylation",6,0,0.07,1,1,1
"GO:0006479","protein methylation",27,0,0.33,1,1,1
"GO:0006486","protein glycosylation",17,0,0.21,1,1,1
"GO:0006487","protein N-linked glycosylation",6,0,0.07,1,1,1
"GO:0006497","protein lipidation",8,0,0.1,1,1,1
"GO:0006520","cellular amino acid metabolic process",25,0,0.31,1,1,1
"GO:0006575","cellular modified amino acid metabolic p...",12,0,0.15,1,1,1
"GO:0006582","melanin metabolic process",20,0,0.24,1,1,1
"GO:0006605","protein targeting",77,0,0.94,1,1,1
"GO:0006606","protein import into nucleus",47,0,0.58,1,1,1
"GO:0006611","protein export from nucleus",9,0,0.11,1,1,1
"GO:0006612","protein targeting to membrane",8,0,0.1,1,1,1
"GO:0006622","protein targeting to lysosome",5,0,0.06,1,1,1
"GO:0006623","protein targeting to vacuole",5,0,0.06,1,1,1
"GO:0006626","protein targeting to mitochondrion",8,0,0.1,1,1,1
"GO:0006629","lipid metabolic process",83,0,1.02,1,1,1
"GO:0006631","fatty acid metabolic process",21,0,0.26,1,1,1
"GO:0006633","fatty acid biosynthetic process",8,0,0.1,1,1,1
"GO:0006635","fatty acid beta-oxidation",10,0,0.12,1,1,1
"GO:0006637","acyl-CoA metabolic process",7,0,0.09,1,1,1
"GO:0006638","neutral lipid metabolic process",7,0,0.09,1,1,1
"GO:0006639","acylglycerol metabolic process",7,0,0.09,1,1,1
"GO:0006641","triglyceride metabolic process",5,0,0.06,1,1,1
"GO:0006643","membrane lipid metabolic process",9,0,0.11,1,1,1
"GO:0006644","phospholipid metabolic process",22,0,0.27,1,1,1
"GO:0006650","glycerophospholipid metabolic process",16,0,0.2,1,1,1
"GO:0006665","sphingolipid metabolic process",8,0,0.1,1,1,1
"GO:0006694","steroid biosynthetic process",5,0,0.06,1,1,1
"GO:0006697","ecdysone biosynthetic process",5,0,0.06,1,1,1
"GO:0006726","eye pigment biosynthetic process",10,0,0.12,1,1,1
"GO:0006727","ommochrome biosynthetic process",6,0,0.07,1,1,1
"GO:0006732","coenzyme metabolic process",30,0,0.37,1,1,1
"GO:0006733","oxidoreduction coenzyme metabolic proces...",17,0,0.21,1,1,1
"GO:0006749","glutathione metabolic process",10,0,0.12,1,1,1
"GO:0006757","ATP generation from ADP",9,0,0.11,1,1,1
"GO:0006790","sulfur compound metabolic process",30,0,0.37,1,1,1
"GO:0006813","potassium ion transport",7,0,0.09,1,1,1
"GO:0006816","calcium ion transport",11,0,0.13,1,1,1
"GO:0006820","anion transport",12,0,0.15,1,1,1
"GO:0006821","chloride transport",6,0,0.07,1,1,1
"GO:0006836","neurotransmitter transport",52,0,0.64,1,1,1
"GO:0006839","mitochondrial transport",22,0,0.27,1,1,1
"GO:0006869","lipid transport",7,0,0.09,1,1,1
"GO:0006873","cellular ion homeostasis",19,0,0.23,1,1,1
"GO:0006874","cellular calcium ion homeostasis",9,0,0.11,1,1,1
"GO:0006875","cellular metal ion homeostasis",15,0,0.18,1,1,1
"GO:0006886","intracellular protein transport",124,0,1.52,1,1,1
"GO:0006887","exocytosis",25,0,0.31,1,1,1
"GO:0006888","ER to Golgi vesicle-mediated transport",22,0,0.27,1,1,1
"GO:0006890","retrograde vesicle-mediated transport, G...",9,0,0.11,1,1,1
"GO:0006891","intra-Golgi vesicle-mediated transport",12,0,0.15,1,1,1
"GO:0006898","receptor-mediated endocytosis",38,0,0.47,1,1,1
"GO:0006900","membrane budding",19,0,0.23,1,1,1
"GO:0006901","vesicle coating",12,0,0.15,1,1,1
"GO:0006903","vesicle targeting",5,0,0.06,1,1,1
"GO:0006904","vesicle docking involved in exocytosis",7,0,0.09,1,1,1
"GO:0006906","vesicle fusion",15,0,0.18,1,1,1
